900.0 , 0 , 109495503.87435457 , 712013106.5007803
900.0 , 1 , 32691.407638044842 , 712013106.5007803
900.0 , 2 , 4.681182686104501 , 712013106.5007803
600.0 , 0 , 70815153.71202564 , 712013106.5007803
600.0 , 1 , 9677.350053750411 , 712013106.5007803
600.0 , 2 , 0.6140756484676508 , 712013106.5007803
400.0 , 0 , 46286080.05990096 , 712013106.5007803
400.0 , 1 , 2865.5467002898827 , 712013106.5007803
400.0 , 2 , 0.08089818803524576 , 712013106.5007803
300.0 , 0 , 34377745.91361337 , 712013106.5007803
300.0 , 1 , 1208.5171853613563 , 712013106.5007803
300.0 , 2 , 0.019887192037569393 , 712013106.5007803
