900.0 , 0 , 92338239.7271004 , 712013106.5007803
900.0 , 1 , 1995896984.51464 , 712013106.5007803
900.0 , 2 , 1347966173.8498123 , 712013106.5007803
600.0 , 0 , 63216793.22437674 , 712013106.5007803
600.0 , 1 , 1997281438.3178444 , 712013106.5007803
600.0 , 2 , 1350076518.051114 , 712013106.5007803
400.0 , 0 , 42914324.32633039 , 712013106.5007803
400.0 , 1 , 1998206931.757343 , 712013106.5007803
400.0 , 2 , 1351515883.8443344 , 712013106.5007803
300.0 , 0 , 32482187.79142382 , 712013106.5007803
300.0 , 1 , 1998670427.6254559 , 712013106.5007803
300.0 , 2 , 1352245305.5771017 , 712013106.5007803
