900.0 , 0 , 109495494.74318446 , 712013106.5007803
900.0 , 1 , 26389.20383236125 , 712013106.5007803
900.0 , 2 , 8.113358330435739 , 712013106.5007803
600.0 , 0 , 70815149.69527848 , 712013106.5007803
600.0 , 1 , 7806.5689626230005 , 712013106.5007803
600.0 , 2 , 6.097041541343322 , 712013106.5007803
400.0 , 0 , 46286079.218601696 , 712013106.5007803
400.0 , 1 , 2307.628723139504 , 712013106.5007803
400.0 , 2 , 5.843598410242803 , 712013106.5007803
300.0 , 0 , 34377746.5961751 , 712013106.5007803
300.0 , 1 , 969.931716723249 , 712013106.5007803
300.0 , 2 , 5.814622506824042 , 712013106.5007803
