900.0 , 0 , 109495503.87435457 , 712013106.5007803
900.0 , 1 , 26395.007231235784 , 712013106.5007803
900.0 , 2 , 2.541545826003083 , 712013106.5007803
600.0 , 0 , 70815153.71202564 , 712013106.5007803
600.0 , 1 , 7812.374028902642 , 712013106.5007803
600.0 , 2 , 0.33222511279347605 , 712013106.5007803
400.0 , 0 , 46286080.05990096 , 712013106.5007803
400.0 , 1 , 2313.434371364845 , 712013106.5007803
400.0 , 2 , 0.04388798463613767 , 712013106.5007803
300.0 , 0 , 34377745.91361337 , 712013106.5007803
300.0 , 1 , 975.7375206403577 , 712013106.5007803
300.0 , 2 , 0.011548781254236308 , 712013106.5007803
