900.0 , 0 , 92338257.77258405 , 712013106.5007803
900.0 , 1 , 13682.28032751202 , 712013106.5007803
900.0 , 2 , 2.5714542900558577 , 712013106.5007803
600.0 , 0 , 63216783.38286895 , 712013106.5007803
600.0 , 1 , 4059.0198178380924 , 712013106.5007803
600.0 , 2 , 0.3434174571995849 , 712013106.5007803
400.0 , 0 , 42914294.36044522 , 712013106.5007803
400.0 , 1 , 1204.621323873896 , 712013106.5007803
400.0 , 2 , 0.04524358377290884 , 712013106.5007803
300.0 , 0 , 32482147.26684432 , 712013106.5007803
300.0 , 1 , 508.7320397445584 , 712013106.5007803
300.0 , 2 , 0.011341216070879146 , 712013106.5007803
