1440.0 , 0 , 144858782.37666476 , 215789845343.69666 , 7713177.590363852 , 1248501583.0492506
1440.0 , 1 , 26512682.855251994 , 215789845343.69666 , 1033972.4171863454 , 1248501583.0492506
1440.0 , 2 , 999847.7213528821 , 215789845343.69666 , 26852.475967550166 , 1248501583.0492506
1200.0 , 0 , 139728166.68975526 , 215789845343.69666 , 7207165.304241723 , 1248501583.0492506
1200.0 , 1 , 17972071.694287986 , 215789845343.69666 , 695039.8124048496 , 1248501583.0492506
1200.0 , 2 , 543093.67298222 , 215789845343.69666 , 16381.650927596838 , 1248501583.0492506
1080.0 , 0 , 136876596.56342617 , 215789845343.69666 , 6960397.082582042 , 1248501583.0492506
1080.0 , 1 , 14088645.61203091 , 215789845343.69666 , 543530.1925020539 , 1248501583.0492506
1080.0 , 2 , 400693.7662904701 , 215789845343.69666 , 12814.001094209945 , 1248501583.0492506
900.0 , 0 , 131976627.8957037 , 215789845343.69666 , 6587703.586145124 , 1248501583.0492506
900.0 , 1 , 8998060.590721486 , 215789845343.69666 , 346408.4081817547 , 1248501583.0492506
900.0 , 2 , 263626.26066580246 , 215789845343.69666 , 8267.685222559083 , 1248501583.0492506
1440.0 , 0 , 144858782.37666476 , 215789845343.69666 , 7713177.590363852 , 1248501583.0492506
1440.0 , 1 , 26512682.855251994 , 215789845343.69666 , 1033972.4171863454 , 1248501583.0492506
1440.0 , 2 , 999847.7213528821 , 215789845343.69666 , 26852.475967550166 , 1248501583.0492506
1200.0 , 0 , 139728166.68975526 , 215789845343.69666 , 7207165.304241723 , 1248501583.0492506
1200.0 , 1 , 17972071.694287986 , 215789845343.69666 , 695039.8124048496 , 1248501583.0492506
1200.0 , 2 , 543093.67298222 , 215789845343.69666 , 16381.650927596838 , 1248501583.0492506
1080.0 , 0 , 136876596.56342617 , 215789845343.69666 , 6960397.082582042 , 1248501583.0492506
1080.0 , 1 , 14088645.61203091 , 215789845343.69666 , 543530.1925020539 , 1248501583.0492506
1080.0 , 2 , 400693.7662904701 , 215789845343.69666 , 12814.001094209945 , 1248501583.0492506
900.0 , 0 , 131976627.8957037 , 215789845343.69666 , 6587703.586145124 , 1248501583.0492506
900.0 , 1 , 8998060.590721486 , 215789845343.69666 , 346408.4081817547 , 1248501583.0492506
900.0 , 2 , 263626.26066580246 , 215789845343.69666 , 8267.685222559083 , 1248501583.0492506
1440.0 , 0 , 144858782.37666476 , 215789845343.69666 , 7713177.590363852 , 1248501583.0492506
1440.0 , 1 , 26512682.855251994 , 215789845343.69666 , 1033972.4171863454 , 1248501583.0492506
1440.0 , 2 , 999847.7213528821 , 215789845343.69666 , 26852.475967550166 , 1248501583.0492506
1200.0 , 0 , 139728166.68975526 , 215789845343.69666 , 7207165.304241723 , 1248501583.0492506
1200.0 , 1 , 17972071.694287986 , 215789845343.69666 , 695039.8124048496 , 1248501583.0492506
1200.0 , 2 , 543093.67298222 , 215789845343.69666 , 16381.650927596838 , 1248501583.0492506
1080.0 , 0 , 136876596.56342617 , 215789845343.69666 , 6960397.082582042 , 1248501583.0492506
1080.0 , 1 , 14088645.61203091 , 215789845343.69666 , 543530.1925020539 , 1248501583.0492506
1080.0 , 2 , 400693.7662904701 , 215789845343.69666 , 12814.001094209945 , 1248501583.0492506
900.0 , 0 , 131976627.8957037 , 215789845343.69666 , 6587703.586145124 , 1248501583.0492506
900.0 , 1 , 8998060.590721486 , 215789845343.69666 , 346408.4081817547 , 1248501583.0492506
900.0 , 2 , 263626.26066580246 , 215789845343.69666 , 8267.685222559083 , 1248501583.0492506
1440.0 , 0 , 144858782.37666476 , 215789845343.69666 , 7713177.590363852 , 1248501583.0492506
1440.0 , 1 , 26512682.855251994 , 215789845343.69666 , 1033972.4171863454 , 1248501583.0492506
1440.0 , 2 , 999847.7213528821 , 215789845343.69666 , 26852.475967550166 , 1248501583.0492506
1200.0 , 0 , 139728166.68975526 , 215789845343.69666 , 7207165.304241723 , 1248501583.0492506
1200.0 , 1 , 17972071.694287986 , 215789845343.69666 , 695039.8124048496 , 1248501583.0492506
1200.0 , 2 , 543093.67298222 , 215789845343.69666 , 16381.650927596838 , 1248501583.0492506
1080.0 , 0 , 136876596.56342617 , 215789845343.69666 , 6960397.082582042 , 1248501583.0492506
1080.0 , 1 , 14088645.61203091 , 215789845343.69666 , 543530.1925020539 , 1248501583.0492506
